codigo_peca;descricao_original;nome_peca;categoria;marca_fabricante;modelo_moto;preco;quantidade_estoque;quantidade_minima;status
1103097;BOBINA IGNICAO CONDOR 12V CBX 250 01 A 08;BOBINA IGNICAO CONDOR 12V;ELÉTRICA;NÃO IDENTIFICADO;CBX 250;0.00;44;13;DISPONIVEL
1103098;BOBINA IGNICAO CONDOR 12V CG 150 09 A 15;BOBINA IGNICAO CONDOR 12V;ELÉTRICA;NÃO IDENTIFICADO;CG 150;0.00;5;13;ESTOQUE BAIXO
1103108;BIELA COMPLETA TXK INJECTION POWER CRF 230 07>;BIELA COMPLETA TXK INJECTION POWER CRF 230 07>;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;76;4;DISPONIVEL
1103109;TAMPA TANQUE GASOLINA GP7 C100;TAMPA TANQUE GASOLINA GP7 C100;CARENAGEM;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;63;19;DISPONIVEL
1103119;PAINEL COMPLETO INSTRUMENTOS CONDOR BIZ 100 02 A 05;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 100;0.00;67;11;DISPONIVEL
1103120;PAINEL COMPLETO INSTRUMENTOS CONDOR BIZ 125 05 A 08 KS;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 125;0.00;10;17;ESTOQUE BAIXO
1103121;PAINEL COMPLETO INSTRUMENTOS CONDOR BROS 150/125 03 A 05;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BROS 150;0.00;27;19;DISPONIVEL
1103122;PAINEL COMPLETO INSTRUMENTOS CONDOR CBX 200;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CBX 200;0.00;92;10;DISPONIVEL
1103123;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 125 00 A 04 ES/KS;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;24;9;DISPONIVEL
1103124;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 125 89 A 93;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;67;10;DISPONIVEL
1103125;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 125 FAN 05 A 08;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 125 / FAN 05;0.00;71;20;DISPONIVEL
1103126;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 150 04 A 08 ESD;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 150;0.00;98;14;DISPONIVEL
1103127;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 150 SPORT 05 A 08;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 150;0.00;23;20;DISPONIVEL
1103128;PAINEL COMPLETO INSTRUMENTOS CONDOR NX 400 99 A 08;PAINEL COMPLETO INSTRUMENTOS CONDOR NX 400 99 A 08;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;27;15;DISPONIVEL
1103129;PAINEL COMPLETO INSTRUMENTOS CONDOR XR 250;PAINEL COMPLETO INSTRUMENTOS CONDOR XR 250;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;36;3;DISPONIVEL
1103130;PAINEL COMPLETO INSTRUMENTOS CONDOR XLR 125 - XR 200;PAINEL COMPLETO INSTRUMENTOS CONDOR XLR 125;OUTROS;XR 200;NÃO IDENTIFICADO;0.00;0;4;SEM ESTOQUE
1103145;EMBREAGEM COMPLETA OEM JI BIZ 100 98 A 05 C100 DREAM (SECUNDARIA);EMBREAGEM COMPLETA OEM JI;EMBREAGEM;NÃO IDENTIFICADO;BIZ 100;0.00;41;4;DISPONIVEL
1103152;CUBO EMBREAGEM OEM JI BIZ 100 1998/ - DREAM 92 A 98;CUBO EMBREAGEM OEM JI;EMBREAGEM;DREAM 92 A 98;BIZ 100 / DREAM 92;0.00;91;13;DISPONIVEL
1103153;BIELA COMPLETA TXK INJECTION POWER CB 300R/XRE 300;BIELA COMPLETA TXK INJECTION POWER;MOTOR;NÃO IDENTIFICADO;XRE 300;0.00;69;18;DISPONIVEL
1103154;BIELA COMPLETA TXK SCOOTER LEAD 110;BIELA COMPLETA TXK SCOOTER LEAD 110;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;20;13;DISPONIVEL
1103155;BIELA COMPLETA TXK CG 125 2009/ - BROS 125 2013/;BIELA COMPLETA TXK;MOTOR;BROS 125 2013/;CG 125 / BROS 125;0.00;33;9;DISPONIVEL
1103158;PISTAO PINO/TRAVA KMP CG 125 2009/2018 - BROS 125 2013/2015 STD;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 2013/2015 STD;CG 125 / BROS 125;0.00;1;16;ESTOQUE BAIXO
1103159;PISTAO PINO/TRAVA KMP CG 125 2009/2018 - BROS 125 2013/2015 0.25;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 2013/2015 0.25;CG 125 / BROS 125;0.00;94;10;DISPONIVEL
1103160;PISTAO PINO/TRAVA KMP CG 125 2009/2018 - BROS 125 2013/2015 0.50;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 2013/2015 0.50;CG 125 / BROS 125;0.00;31;13;DISPONIVEL
1103161;PISTAO PINO/TRAVA KMP CG 125 2009/2018 - BROS 125 2013/2015 0.75;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 2013/2015 0.75;CG 125 / BROS 125;0.00;55;10;DISPONIVEL
1103162;PISTAO PINO/TRAVA KMP CG 125 2009/2018 - BROS 125 2013/2015 1.00;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 2013/2015 1.00;CG 125 / BROS 125;0.00;75;7;DISPONIVEL
1103164;PISTAO PINO/TRAVA KMP CG 125 2009/2018 - BROS 125 2013/2015 1.50;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 2013/2015 1.50;CG 125 / BROS 125;0.00;73;3;DISPONIVEL
1103166;PISTAO PINO/TRAVA KMP CG 125 2009/2018 - BROS 125 2013/2015 2.00;PISTAO PINO/TRAVA KMP;MOTOR;BROS 125 2013/2015 2.00;CG 125 / BROS 125;0.00;53;4;DISPONIVEL
1103168;ANEL P/ PISTAO KMP BIZ 125 2005/ - CG 125 2009/2018 - BROS 125 2013/2015 1.50;ANEL P/ PISTAO KMP;MOTOR;CG 125 2009/2018 - BROS 125 2013/2015 1.50;CG 125 / BIZ 125 / BROS 125;0.00;10;18;ESTOQUE BAIXO
1103170;ANEL P/ PISTAO KMP BIZ 125 2005/ - CG 125 2009/2018 - BROS 125 2013/2015 2.00;ANEL P/ PISTAO KMP;MOTOR;CG 125 2009/2018 - BROS 125 2013/2015 2.00;CG 125 / BIZ 125 / BROS 125;0.00;8;20;ESTOQUE BAIXO
1103172;ANEL P/ PISTAO RIK BIZ 125 2005/ - CG 125 2009/2018 - BROS 125 2013/2015 1.50;ANEL P/ PISTAO RIK;MOTOR;CG 125 2009/2018 - BROS 125 2013/2015 1.50;CG 125 / BIZ 125 / BROS 125;0.00;46;16;DISPONIVEL
1103176;PISTAO PINO/TRAVA KMP BIZ 125 1.50;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;BIZ 125;0.00;81;11;DISPONIVEL
1103177;PISTAO PINO/TRAVA KMP BIZ 125 1.75;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;BIZ 125;0.00;66;17;DISPONIVEL
1103178;PISTAO PINO/TRAVA KMP BIZ 125 2.00;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;BIZ 125;0.00;52;10;DISPONIVEL
1103180;PISTAO KIT C/ANEL KMP BIZ 125 1.50;PISTAO KIT C/ANEL KMP;MOTOR;NÃO IDENTIFICADO;BIZ 125;0.00;42;14;DISPONIVEL
1103182;PISTAO KIT C/ANEL KMP BIZ 125 2.00;PISTAO KIT C/ANEL KMP;MOTOR;NÃO IDENTIFICADO;BIZ 125;0.00;71;9;DISPONIVEL
1103184;PISTAO KIT C/ANEL RIK PREMIUM BIZ 125 1.50;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;NÃO IDENTIFICADO;BIZ 125;0.00;45;10;DISPONIVEL
1103186;PISTAO KIT C/ANEL RIK PREMIUM BIZ 125 2.00;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;NÃO IDENTIFICADO;BIZ 125;0.00;23;16;DISPONIVEL
1103187;PISTAO KIT C/ANEL KMP CG 125 2009/2018 - BROS 125 2013/2015 STD;PISTAO KIT C/ANEL KMP;MOTOR;BROS 125 2013/2015 STD;CG 125 / BROS 125;0.00;26;4;DISPONIVEL
1103188;PISTAO KIT C/ANEL KMP CG 125 2009/2018 - BROS 125 2013/2015 0.25;PISTAO KIT C/ANEL KMP;MOTOR;BROS 125 2013/2015 0.25;CG 125 / BROS 125;0.00;58;15;DISPONIVEL
1103189;PISTAO KIT C/ANEL KMP CG 125 2009/2018 - BROS 125 2013/2015 0.50;PISTAO KIT C/ANEL KMP;MOTOR;BROS 125 2013/2015 0.50;CG 125 / BROS 125;0.00;91;19;DISPONIVEL
1103190;PISTAO KIT C/ANEL KMP CG 125 2009/2018 - BROS 125 2013/2015 0.75;PISTAO KIT C/ANEL KMP;MOTOR;BROS 125 2013/2015 0.75;CG 125 / BROS 125;0.00;14;3;DISPONIVEL
1103191;PISTAO KIT C/ANEL KMP CG 125 2009/2018 - BROS 125 2013/2015 1.00;PISTAO KIT C/ANEL KMP;MOTOR;BROS 125 2013/2015 1.00;CG 125 / BROS 125;0.00;39;4;DISPONIVEL
1103193;PISTAO KIT C/ANEL KMP CG 125 2009/2018 - BROS 125 2013/2015 1.50;PISTAO KIT C/ANEL KMP;MOTOR;BROS 125 2013/2015 1.50;CG 125 / BROS 125;0.00;87;5;DISPONIVEL
1103195;PISTAO KIT C/ANEL KMP CG 125 2009/2018 - BROS 125 2013/2015 2.00;PISTAO KIT C/ANEL KMP;MOTOR;BROS 125 2013/2015 2.00;CG 125 / BROS 125;0.00;42;17;DISPONIVEL
1103196;PISTAO KIT C/ANEL RIK PREMIUM CG 125 2009/ - BROS 125 2013/ STD;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 2013/ STD;CG 125 / BROS 125;0.00;43;5;DISPONIVEL
1103197;PISTAO KIT C/ANEL RIK PREMIUM CG 125 2009/ - BROS 125 2013/ 0.25;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 2013/ 0.25;CG 125 / BROS 125;0.00;18;7;DISPONIVEL
1103198;PISTAO KIT C/ANEL RIK PREMIUM CG 125 2009/ - BROS 125 2013/ 0.50;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 2013/ 0.50;CG 125 / BROS 125;0.00;63;16;DISPONIVEL
1103199;PISTAO KIT C/ANEL RIK PREMIUM CG 125 2009/ - BROS 125 2013/ 0.75;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 2013/ 0.75;CG 125 / BROS 125;0.00;98;15;DISPONIVEL
1103200;PISTAO KIT C/ANEL RIK PREMIUM CG 125 2009/ - BROS 125 2013/ 1.00;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 2013/ 1.00;CG 125 / BROS 125;0.00;30;17;DISPONIVEL
1103202;PISTAO KIT C/ANEL RIK PREMIUM CG 125 2009/ - BROS 125 2013/ 1.50;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 2013/ 1.50;CG 125 / BROS 125;0.00;92;8;DISPONIVEL
1103204;PISTAO KIT C/ANEL RIK PREMIUM CG 125 2009/ - BROS 125 2013/ 2.00;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;BROS 125 2013/ 2.00;CG 125 / BROS 125;0.00;26;14;DISPONIVEL
1103205;PISTAO PINO/TRAVA KMP CRF 230F 2.00;PISTAO PINO/TRAVA KMP CRF 230F 2.00;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;94;9;DISPONIVEL
1103207;PISTAO PINO/TRAVA KMP CRF 230F 3.00;PISTAO PINO/TRAVA KMP CRF 230F 3.00;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;96;10;DISPONIVEL
1103208;ANEL P/ PISTAO RIK CRF 230F 2.00;ANEL P/ PISTAO RIK CRF 230F 2.00;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;62;10;DISPONIVEL
1103210;ANEL P/ PISTAO RIK CRF 230F 3.00;ANEL P/ PISTAO RIK CRF 230F 3.00;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;34;16;DISPONIVEL
1103211;PISTAO KIT C/ANEL RIK PREMIUM CRF 230F 2.00 (COMPETICAO);PISTAO KIT C/ANEL RIK PREMIUM CRF 230F 2.00 (COMPETICAO);MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;81;17;DISPONIVEL
1103213;PISTAO KIT C/ANEL RIK PREMIUM CRF 230F 3.00 (COMPETICAO);PISTAO KIT C/ANEL RIK PREMIUM CRF 230F 3.00 (COMPETICAO);MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;35;16;DISPONIVEL
1103216;CHAVE IGNICAO CONDOR CG 150 04 A 08;CHAVE IGNICAO CONDOR;OUTROS;NÃO IDENTIFICADO;CG 150;0.00;2;11;ESTOQUE BAIXO
1103217;CHAVE IGNICAO CONDOR CG 150 09 A 13 - BROS 150 09 A 15;CHAVE IGNICAO CONDOR;OUTROS;BROS 150 09 A 15;CG 150 / BROS 150;0.00;70;16;DISPONIVEL
1103219;CHAVE IGNICAO CONDOR XR 200;CHAVE IGNICAO CONDOR XR 200;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;69;4;DISPONIVEL
1103220;CHAVE IGNICAO CONDOR XLR 125 /97;CHAVE IGNICAO CONDOR XLR 125 /97;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;92;20;DISPONIVEL
1103222;CHAVE IGNICAO CONDOR XLX 350;CHAVE IGNICAO CONDOR XLX 350;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;62;8;DISPONIVEL
1103224;CONJUNTO INTERRUPTOR EMERGENCIA E PARTIDA CONDOR CBX 250 2001/2005 (9FIOS);CONJUNTO INTERRUPTOR EMERGENCIA E PARTIDA CONDOR;ELÉTRICA;NÃO IDENTIFICADO;CBX 250;0.00;38;13;DISPONIVEL
1103225;CONJUNTO INTERRUPTOR EMERGENCIA E PARTIDA CONDOR NX 200;CONJUNTO INTERRUPTOR EMERGENCIA E PARTIDA CONDOR NX 200;ELÉTRICA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;94;18;DISPONIVEL
1103226;CONJUNTO INTERRUPTOR LUZ CONDOR L. DIREITO CG 125 1979/1982;CONJUNTO INTERRUPTOR LUZ CONDOR L. DIREITO;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;88;5;DISPONIVEL
1103227;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO BROS 125 ES 2003/2005 - BROS 150 ESD 2003/2005;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO;ELÉTRICA;BROS 150 ESD 2003/2005;BROS 125 / BROS 150;0.00;52;18;DISPONIVEL
1103228;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO CG 125 1979/1982;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;74;15;DISPONIVEL
1103229;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO CG 125 1992/1999;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;88;16;DISPONIVEL
1103230;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO CG 150 KS-ES-ESD-EX 2009/2013;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO;ELÉTRICA;NÃO IDENTIFICADO;CG 150;0.00;21;4;DISPONIVEL
1103234;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO XR 250 2001/2005;CONJUNTO INTERRUPTOR LUZ CONDOR L. ESQUERDO XR 250 2001/2005;ELÉTRICA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;19;14;DISPONIVEL
1103235;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO CG 125 ESD 2000/2008;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;66;18;DISPONIVEL
1103236;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO CG 125 ES 2009/2015;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;100;9;DISPONIVEL
1103237;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO CG 150 ES 2004/2008 - CG 150 FAN ESI 2010/2013;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO;ELÉTRICA;CG 150 FAN ESI 2010/2013;CG 150;0.00;44;18;DISPONIVEL
1103238;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO CG 150 ESD 2004/2008 - CG 150 FAN ESDI 2010/2013;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO;ELÉTRICA;CG 150 FAN ESDI 2010/2013;CG 150;0.00;12;17;ESTOQUE BAIXO
1103239;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO CG 150 TITAN ESD 2009/2013;CONJUNTO INTERRUPTOR PARTIDA CONDOR L. DIREITO;ELÉTRICA;NÃO IDENTIFICADO;CG 150;0.00;92;17;DISPONIVEL
1103242;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 150 TITAN 09 A 10 KS/ES - (AZUL);PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;(AZUL);CG 150 / TITAN 09;0.00;68;17;DISPONIVEL
1103243;PAINEL COMPLETO INSTRUMENTOS CONDOR BIZ 100 98 A 01;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 100;0.00;28;5;DISPONIVEL
1103244;PAINEL COMPLETO INSTRUMENTOS CONDOR BROS 150 06 A 08;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;BROS 150;0.00;47;4;DISPONIVEL
1103245;PAINEL COMPLETO INSTRUMENTOS CONDOR CBX 250 TWISTER MOD. ORIGINAL 06 A 08;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CBX 250;0.00;68;15;DISPONIVEL
1103246;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 125 FAN 09 A 13;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 125 / FAN 09;0.00;53;6;DISPONIVEL
1103247;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 125 94 A 99;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;72;8;DISPONIVEL
1103248;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 150 04 A 08 KS/ES;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;CG 150;0.00;86;17;DISPONIVEL
1103251;PAINEL COMPLETO INSTRUMENTOS CONDOR POP 100 07 A 12;PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;NÃO IDENTIFICADO;POP 100;0.00;98;20;DISPONIVEL
1103252;PAINEL COMPLETO INSTRUMENTOS CONDOR CG 150 TITAN 09 A 10 KS/ES MIX - (VERDE);PAINEL COMPLETO INSTRUMENTOS CONDOR;OUTROS;(VERDE);CG 150 / TITAN 09;0.00;45;13;DISPONIVEL
1103254;RELE PISCA 12V ELETRONICO CONDOR CG 150 2004/2008 - 125 2009/2015 - CBX 250 TWISTER 2006/2008 - NXR BROS 150 2006/2008 (3 PINOS 12V 16W*2 + 3,4W);RELE PISCA 12V ELETRONICO CONDOR;ELÉTRICA;125 2009/2015 - CBX 250 TWISTER 2006/2008 - NXR BROS 150 2006/2008 (3 PINOS 12V 16W*2 + 3,4W);CG 150 / BROS 150 / CBX 250;0.00;58;18;DISPONIVEL
1103261;BUZINA CONDOR 12V PRETA CG 125;BUZINA CONDOR 12V PRETA;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;56;10;DISPONIVEL
1103262;C.D.I. CONDOR CG 125 09 A 15;C.D.I. CONDOR;OUTROS;NÃO IDENTIFICADO;CG 125;0.00;69;14;DISPONIVEL
1103263;CHAVE IGNICAO CONDOR BIZ 100 98 A 05;CHAVE IGNICAO CONDOR;OUTROS;NÃO IDENTIFICADO;BIZ 100;0.00;50;10;DISPONIVEL
1103265;CHAVE IGNICAO CONDOR CBX 200;CHAVE IGNICAO CONDOR;OUTROS;NÃO IDENTIFICADO;CBX 200;0.00;39;11;DISPONIVEL
1103266;CHAVE IGNICAO CONDOR CBX 250 01 A 05 - BROS 150/125 03 A 05 - NX 400 00 A 05 - XR 250 01 A 05;CHAVE IGNICAO CONDOR;OUTROS;BROS 150/125 03 A 05 - NX 400 00 A 05 - XR 250 01 A 05;BROS 150 / CBX 250;0.00;46;19;DISPONIVEL
1103267;CHAVE IGNICAO CONDOR CG 125 /82 - ML/TUR/82;CHAVE IGNICAO CONDOR;OUTROS;ML/TUR/82;CG 125;0.00;12;18;ESTOQUE BAIXO
1103270;ARVORE COMANDO WW3 SCOOTER LEAD 110;ARVORE COMANDO WW3 SCOOTER LEAD 110;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.00;23;4;DISPONIVEL
1103271;EIXO SELETOR CAMBIO WW3 CG 150 04 A 15 - CG 125 2009/2018 - BROS 150 06 A 15 - BROS 125 2013/;EIXO SELETOR CAMBIO WW3;OUTROS;CG 125 2009/2018 - BROS 150 06 A 15 - BROS 125 2013/;CG 150 / CG 125 / BROS 150 / BROS 125;0.00;90;4;DISPONIVEL
1103273;EIXO SECUNDARIO WW3 CG 125 KS 2009/ - CG 150 09 A 15 KS;EIXO SECUNDARIO WW3;OUTROS;CG 150 09 A 15 KS;CG 125 / CG 150;0.00;21;17;DISPONIVEL
1103275;CILINDRO C/CAMISA KMP BROS 150 OHC 03 A 05;CILINDRO C/CAMISA KMP;MOTOR;NÃO IDENTIFICADO;BROS 150;0.00;92;11;DISPONIVEL
1103276;CILINDRO C/CAMISA KMP CG 125 2009/ - BROS 125 2013/;CILINDRO C/CAMISA KMP;MOTOR;BROS 125 2013/;CG 125 / BROS 125;0.00;32;14;DISPONIVEL
1103278;PEDAL CAMBIO GP7 CG 150 2004/ - CG 125 2009/;PEDAL CAMBIO GP7;PEDAIS/COMANDOS;CG 125 2009/;CG 150 / CG 125;0.00;38;17;DISPONIVEL
1103279;PEDAL PARTIDA COMPLETO GP7 CG 150 2009/;PEDAL PARTIDA COMPLETO GP7;PEDAIS/COMANDOS;NÃO IDENTIFICADO;CG 150;0.00;78;4;DISPONIVEL
1103280;CHAVE IGNICAO CONDOR CG 125 FAN 09 A 13;CHAVE IGNICAO CONDOR;OUTROS;NÃO IDENTIFICADO;CG 125 / FAN 09;0.00;94;7;DISPONIVEL
1103281;ANEL P/ PISTAO RIK CB 600 HORNET 2008/ - CB 500 F/R/X 2014/ STD (67.00MM);ANEL P/ PISTAO RIK;MOTOR;CB 500 F/R/X 2014/ STD (67.00MM);CB 600 / CB 500;0.00;84;5;DISPONIVEL
1103282;ANEL P/ PISTAO RIK CB 600 HORNET 2008/ - CB 500 F/R/X 2014/ 0.25 (67.25MM);ANEL P/ PISTAO RIK;MOTOR;CB 500 F/R/X 2014/ 0.25 (67.25MM);CB 600 / CB 500;0.00;36;19;DISPONIVEL
1103283;ANEL P/ PISTAO RIK CB 600 HORNET 2008/ - CB 500 F/R/X 2014/ 0.50 (67.50MM);ANEL P/ PISTAO RIK;MOTOR;CB 500 F/R/X 2014/ 0.50 (67.50MM);CB 600 / CB 500;0.00;84;13;DISPONIVEL
1103284;PISTAO PINO/TRAVA KMP CB 600 HORNET 2008/ STD;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;CB 600;0.00;5;6;ESTOQUE BAIXO
1103285;PISTAO PINO/TRAVA KMP CB 600 HORNET 2008/ 0.25;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;CB 600;0.00;94;4;DISPONIVEL
1103286;PISTAO PINO/TRAVA KMP CB 600 HORNET 2008/ 0.50;PISTAO PINO/TRAVA KMP;MOTOR;NÃO IDENTIFICADO;CB 600;0.00;68;8;DISPONIVEL
1103287;PISTAO KIT C/ANEL RIK PREMIUM CB 600 HORNET 2008/ (67.00MM) STD;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;NÃO IDENTIFICADO;CB 600;0.00;87;20;DISPONIVEL
1103288;PISTAO KIT C/ANEL RIK PREMIUM CB 600 HORNET 2008/ (67.25MM) 0.25;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;NÃO IDENTIFICADO;CB 600;0.00;74;12;DISPONIVEL
1103289;PISTAO KIT C/ANEL RIK PREMIUM CB 600 HORNET 2008/ (67.50MM) 0.50;PISTAO KIT C/ANEL RIK PREMIUM;MOTOR;NÃO IDENTIFICADO;CB 600;0.00;78;4;DISPONIVEL
1103292;REPARO CARBURADOR GP7 (17 PECAS) CG 125 2009/2015;REPARO CARBURADOR GP7 (17 PECAS);MOTOR;NÃO IDENTIFICADO;CG 125;0.00;41;4;DISPONIVEL
1103294;ARVORE COMANDO WW3 CG 150 09 A 15 - BROS 150 09 A 15;ARVORE COMANDO WW3;MOTOR;BROS 150 09 A 15;CG 150 / BROS 150;0.00;35;19;DISPONIVEL
1103295;BOBINA IGNICAO CONDOR 12V CG 125 2009/;BOBINA IGNICAO CONDOR 12V;ELÉTRICA;NÃO IDENTIFICADO;CG 125;0.00;41;9;DISPONIVEL
1103296;ENGRENAGEM CATRACA PARTIDA WW3 CG 125 2009/ - CG 150 04 A 08 - BROS 125 2013/;ENGRENAGEM CATRACA PARTIDA WW3;OUTROS;CG 150 04 A 08 - BROS 125 2013/;CG 125 / CG 150 / BROS 125;0.00;41;7;DISPONIVEL
1103299;ENGRENAGEM PARTIDA PINHAO (24D) WW3 CG 125 KS 2009/ - CG 150 KS 2004/ - NXR BROS 150 2006/;ENGRENAGEM PARTIDA PINHAO (24D) WW3;RELAÇÃO/TRANSMISSÃO;CG 150 KS 2004/ - NXR BROS 150 2006/;CG 125 / CG 150 / BROS 150;0.00;78;10;DISPONIVEL
1103300;VARETA MEDIDOR NIVEL OLEO GP7 CG 125 2009/ - CG 150 2011/ - BROS 150 2006/ - BROS 125 2013/;VARETA MEDIDOR NIVEL OLEO GP7;ÓLEO/LUBRIFICANTE;CG 150 2011/ - BROS 150 2006/ - BROS 125 2013/;CG 125 / CG 150 / BROS 150 / BROS 125;0.00;99;7;DISPONIVEL
1103301;VARETA FREIO COMPLETA GP7 CG 150 2009/ - CG 125 2009/;VARETA FREIO COMPLETA GP7;FREIO;CG 125 2009/;CG 150 / CG 125;0.00;23;10;DISPONIVEL
